photon_frequency_tab,final_reflection_tab
18.84955592153876,0.1919990854198169
20.64475172359007,0.09839901685361624
22.43994752564138,0.026979559808261576
24.23514332769269,0.019285895431745408
26.030339129744,0.1365233984164211
27.82553493179531,0.41887478308775505
29.62073073384662,0.7780875645279124
31.41592653589793,0.954096578802629
33.21112233794924,0.7780875645278971
35.00631814000055,0.4188747830877526
36.80151394205186,0.13652339841642497
38.59670974410317,0.019285895431745574
40.39190554615448,0.02697955980826205
42.18710134820579,0.09839901685360644
43.982297150257104,0.1919990854198165
