photon_frequency_tab,final_reflection_tab
18.84955592153876,0.02907239650260391
20.64475172359007,0.00793166834065367
22.43994752564138,0.05128383461881267
24.23514332769269,0.1943817727712822
26.030339129744,0.4483876140548652
27.82553493179531,0.7503200130112173
29.62073073384662,0.9470510396473207
31.41592653589793,0.9021852895099672
33.21112233794924,0.6453481500851665
35.00631814000055,0.34018618496039377
36.80151394205186,0.12072449911339346
38.59670974410317,0.021433002029645532
40.39190554615448,0.016126748218239513
42.18710134820579,0.0659632483343908
43.982297150257104,0.14109671936364893
