photon_frequency_tab,final_reflection_tab
18.84955592153876,0.3468383845445235
20.64475172359007,0.2746506651043499
22.43994752564138,0.2038476597211147
24.23514332769269,0.1437421376160685
26.030339129744,0.10897127928085001
27.82553493179531,0.11830236023966915
29.62073073384662,0.18792935390332233
31.41592653589793,0.3175347784073566
33.21112233794924,0.4757522283154074
35.00631814000055,0.6026622881143526
36.80151394205186,0.6406043257316362
38.59670974410317,0.5730301936772888
40.39190554615448,0.434289911786237
42.18710134820579,0.2869508615556736
43.982297150257104,0.2170261267955937
