photon_frequency_tab,final_reflection_tab
18.84955592153876,0.19748799526093985
20.64475172359007,0.10163425323065499
22.43994752564138,0.028269264328678316
24.23514332769269,0.01926820228708092
26.030339129744,0.1361089630770678
27.82553493179531,0.4187562026482767
29.62073073384662,0.7781666271536462
31.41592653589793,0.9540006110734999
33.21112233794924,0.7782286877194203
35.00631814000055,0.4191085550795257
36.80151394205186,0.1365507225515121
38.59670974410317,0.019398398930182168
40.39190554615448,0.02785583608432049
42.18710134820579,0.1006538741361388
43.982297150257104,0.19602300183738083
