photon_frequency_tab,final_reflection_tab
18.84955592153876,0.0401922664588967
20.64475172359007,0.008538828202599744
22.43994752564138,0.032409414974693615
24.23514332769269,0.1467980450274643
26.030339129744,0.37237591332963926
27.82553493179531,0.6708100425481515
29.62073073384662,0.9123264947518888
31.41592653589793,0.9435871611882292
33.21112233794924,0.7401080734455615
35.00631814000055,0.43615876514202034
36.80151394205186,0.18343152989423372
38.59670974410317,0.04494137365100322
40.39190554615448,0.008993457002719139
42.18710134820579,0.03930326144633301
43.982297150257104,0.10355722292941627
